t,x,y,th,v,omega,acc,gamma
32.7,90.41,49.989,0.25439,2.0701,0.3679,0.10694,-0.23423
32.8,90.561,49.859,0.26343,2.0971,-0.0062258,-0.26995,0.29113
32.9,90.713,49.728,0.14083,2.172,0.08445,-0.74961,-0.070559
33,90.864,49.597,0.73576,2.174,-0.40979,-0.019481,0.3846
33.1,91.015,49.466,0.53526,2.2192,0.13811,-0.4522,-0.42635
33.2,91.166,49.335,0.92501,2.2294,-0.26846,-0.10247,0.31637
33.3,91.318,49.205,0.058857,2.1956,0.59661,0.33797,-0.67315
33.4,91.469,49.074,0.5771,2.1915,-0.35697,0.041654,0.74203
33.5,91.62,48.943,0.049753,2.1888,0.36324,0.026613,-0.56043
33.6,91.772,48.812,-0.75182,2.2263,0.55213,-0.3749,-0.14698
33.7,91.923,48.681,-0.034497,2.2793,-0.49409,-0.52947,0.81412
33.8,92.074,48.551,-0.25883,2.2891,0.15452,-0.098749,-0.50472
33.9,92.225,48.42,-0.94845,2.2214,0.47501,0.67769,-0.24939
34,92.377,48.289,-0.85229,2.1946,-0.066239,0.26724,0.42118
34.1,92.528,48.158,-0.573,2.1535,-0.19237,0.41145,0.098153
34.2,92.679,48.027,-0.92744,2.2159,0.24414,-0.62413,-0.33968
34.3,92.831,47.896,-0.71844,2.2137,-0.14396,0.022155,0.30201
34.4,92.982,47.766,-0.2281,2.2286,-0.33775,-0.14873,0.15079
34.5,93.133,47.635,-0.028411,2.2254,-0.13755,0.032069,-0.15579
34.6,93.284,47.504,-0.63167,2.1506,0.41553,0.74798,-0.43037
34.7,93.436,47.373,-0.35371,2.2241,-0.19146,-0.73495,0.47232
34.8,93.587,47.242,-0.9501,2.2246,0.41079,-0.0056138,-0.46864
34.9,93.738,47.112,-0.85168,2.1818,-0.067796,0.42769,0.37242
35,93.89,46.981,-0.049111,2.1968,-0.55281,-0.1493,0.37741
35.1,93.817,46.794,-0.26018,2.1855,0.14538,0.11235,-0.5433
35.2,93.744,46.608,-0.31863,2.1786,0.040259,0.069833,0.081804
35.3,93.671,46.422,-0.78089,2.2086,0.31841,-0.30088,-0.21644
35.4,93.598,46.236,-0.91651,2.174,0.093413,0.34693,0.17508
35.5,93.526,46.049,-0.86699,2.154,-0.034111,0.1992,0.099233
35.6,93.453,45.863,-0.10799,2.1226,-0.5228,0.31456,0.38028
35.7,93.38,45.677,-0.44966,2.1383,0.23534,-0.15697,-0.58995
35.8,93.307,45.49,-0.051779,2.144,-0.27406,-0.057342,0.39639
35.9,93.235,45.304,-0.85654,2.1644,0.55432,-0.20392,-0.6446
36,93.162,45.118,-0.57198,2.1492,-0.196,0.15242,0.58386
36.1,93.089,44.932,-0.88014,2.142,0.21226,0.071631,-0.31769
36.2,93.016,44.745,-0.14328,2.1234,-0.50755,0.18593,0.56012
36.3,92.943,44.559,-0.75988,2.1199,0.42472,0.034829,-0.72545
36.4,92.871,44.373,-0.15521,2.1161,-0.4165,0.038133,0.6546
36.5,92.798,44.186,-0.050301,2.0842,-0.072258,0.31891,-0.26787
36.6,92.725,44,-0.40568,2.1006,0.24479,-0.16409,-0.24671
36.7,92.652,43.814,-0.42134,2.133,0.010786,-0.32381,0.18209
36.8,92.58,43.628,-0.63306,2.1496,0.14583,-0.16601,-0.10508
36.9,92.507,43.441,-0.53971,2.1134,-0.0643,0.36204,0.16351
37,92.434,43.255,-0.42725,2.1031,-0.077459,0.10299,0.01024
37.1,92.361,43.069,-0.063071,2.0933,-0.25085,0.098512,0.13492
37.2,92.289,42.882,-0.25579,2.1141,0.13274,-0.20884,-0.29849
37.3,92.216,42.696,-0.56513,2.1156,0.21308,-0.014831,-0.062512
37.4,92.143,42.51,-0.58643,2.1324,0.014673,-0.16813,0.15439
37.5,92.07,42.323,-0.73404,2.1325,0.10167,-0.001105,-0.067698
37.6,91.997,42.137,-0.80626,2.1507,0.049751,-0.18167,0.040401
37.7,91.925,41.951,-0.12583,2.1779,-0.46868,-0.27229,0.40342
37.8,91.852,41.765,-0.31194,2.1818,0.12819,-0.038742,-0.46446
37.9,91.779,41.578,-0.5041,2.1902,0.13236,-0.083708,-0.0032399
38,91.706,41.392,-0.36383,2.1896,-0.096616,0.0057448,0.17818
38.1,91.634,41.206,-0.96929,2.2259,0.41704,-0.36256,-0.39971
38.2,91.561,41.019,-0.73353,2.2157,-0.16239,0.10185,0.45089
38.3,91.488,40.833,-0.12595,2.2206,-0.4185,-0.049179,0.19929
38.4,91.415,40.647,-0.96082,2.2464,0.57506,-0.25809,-0.77315
38.5,91.343,40.461,-0.95413,2.2567,-0.0046094,-0.10312,0.45107
38.6,91.27,40.274,-0.87373,2.2916,-0.055376,-0.34895,0.039504
38.7,91.197,40.088,-0.04667,2.2625,-0.56968,0.29067,0.40021
38.8,91.124,39.902,-0.090739,2.2583,0.030355,0.042503,-0.46692
38.9,91.051,39.715,-0.7069,2.248,0.42442,0.10263,-0.30664
39,90.979,39.529,-0.88249,2.2426,0.12094,0.053891,0.23615
39.1,90.906,39.343,-0.23676,2.2066,-0.44478,0.3602,0.44022
39.2,90.833,39.157,-1.0066,2.1757,0.53025,0.30969,-0.75872
39.3,90.76,38.97,-0.93954,2.1577,-0.046175,0.17916,0.44855
39.4,90.688,38.784,-0.68763,2.1841,-0.17351,-0.26402,0.09909
39.5,90.615,38.598,-0.0025051,2.2042,-0.47192,-0.20079,0.2322
39.6,90.542,38.411,-0.40742,2.1889,0.27891,0.15369,-0.58425
39.7,90.469,38.225,-0.36248,2.1992,-0.030954,-0.10327,0.24112
39.8,90.397,38.039,-0.60116,2.2243,0.1644,-0.25122,-0.15202
39.9,90.324,37.852,-0.42355,2.2495,-0.12234,-0.25214,0.22313
40,90.251,37.666,-0.34114,2.2623,-0.056758,-0.1281,-0.051033
40.1,90.231,37.467,-0.63093,2.2646,0.19961,-0.022239,-0.19949
40.2,90.211,37.268,-0.8352,2.2547,0.1407,0.098683,0.045838
40.3,90.191,37.069,-0.98687,2.2535,0.10447,0.011474,0.028196
40.4,90.171,36.87,-0.66629,2.2531,-0.22082,0.0048123,0.25312
40.5,90.151,36.671,-0.26851,2.2598,-0.27399,-0.067245,0.04138
40.6,90.131,36.472,-0.22143,2.2679,-0.032428,-0.081566,-0.18797
40.7,90.11,36.273,-0.0015225,2.2774,-0.15147,-0.094309,0.092633
40.8,90.09,36.074,-0.94067,2.2688,0.64689,0.085724,-0.62125
40.9,90.07,35.875,-0.86437,2.2731,-0.052556,-0.042576,0.54428
41,90.05,35.676,-0.54943,2.2695,-0.21694,0.035468,0.12791
41.1,90.03,35.477,-0.50141,2.2595,-0.033075,0.099721,-0.14307
41.2,90.01,35.278,-0.17622,2.2652,-0.22399,-0.056699,0.14856
41.3,89.99,35.079,-0.90309,2.2556,0.50067,0.095763,-0.56389
41.4,89.97,34.88,-0.60998,2.2483,-0.20189,0.073687,0.5467
41.5,89.95,34.681,-0.49062,2.2482,-0.082218,0.00034211,-0.093123
41.6,89.93,34.482,-0.31412,2.2522,-0.12157,-0.039877,0.030623
41.7,89.91,34.283,-0.64891,2.2563,0.2306,-0.041267,-0.27405
41.8,89.89,34.084,-0.58298,2.2473,-0.045411,0.090104,0.21478
41.9,89.87,33.885,-0.25524,2.2553,-0.22575,-0.079574,0.14033
42,89.849,33.686,-0.38076,2.2515,0.086461,0.038025,-0.24295
42.1,89.829,33.487,-0.83471,2.256,0.31268,-0.044763,-0.17603
42.2,89.809,33.288,-0.044642,2.2514,-0.5442,0.045726,0.66678
42.3,89.789,33.089,-0.61423,2.2434,0.39233,0.079724,-0.72876
42.4,89.769,32.89,-0.20032,2.2531,-0.2851,-0.096782,0.52714
42.5,89.749,32.691,-0.58345,2.2586,0.2639,-0.054868,-0.4272
42.6,89.729,32.492,-0.37041,2.2626,-0.14674,-0.040541,0.31954
42.7,89.709,32.293,0.31948,2.266,-0.4752,-0.033665,0.25559
42.8,89.689,32.094,0.76918,2.2592,-0.30975,0.068224,-0.12875
42.9,89.669,31.895,0.31692,2.2511,0.31151,0.080553,-0.48344
43,89.649,31.696,0.051699,2.2462,0.18269,0.049343,0.10025
43.1,89.629,31.497,0.044446,2.2469,0.0049959,-0.0069025,0.13827
43.2,89.608,31.299,0.41662,2.2444,-0.25636,0.025173,0.20337
43.3,89.588,31.1,0.60161,2.2533,-0.12742,-0.089446,-0.10033
43.4,89.568,30.901,0.78451,2.2559,-0.12598,-0.025773,-0.0011159
43.5,89.548,30.702,0.86657,2.2468,-0.056523,0.091188,-0.054052
43.6,89.528,30.503,0.70595,2.2455,0.11064,0.012611,-0.13008
43.7,89.508,30.304,0.60434,2.2398,0.069991,0.057175,0.031631
43.8,89.488,30.105,0.92811,2.245,-0.22302,-0.052326,0.22801
43.9,89.468,29.906,0.9475,2.2495,-0.013354,-0.045191,-0.16315
44,89.448,29.707,0.20527,2.2556,0.51125,-0.060544,-0.40822
44.1,89.428,29.508,0.82656,2.2471,-0.42794,0.08464,0.73084
44.2,89.408,29.309,0.75633,2.2538,0.048374,-0.066309,-0.37065
44.3,89.388,29.11,0.090741,2.2563,0.45846,-0.025806,-0.31911
44.4,89.368,28.911,0.025864,2.2571,0.044687,-0.007385,0.32198
44.5,89.347,28.712,0.046691,2.2538,-0.014345,0.032497,0.045936
44.6,89.327,28.513,0.48646,2.2526,-0.30292,0.01268,0.22455
44.7,89.307,28.314,0.33092,2.2532,0.10714,-0.0061013,-0.31909
44.8,89.287,28.115,0.46199,2.2529,-0.090281,0.0026023,0.15362
44.9,89.267,27.916,0.18473,2.2537,0.19097,-0.0077136,-0.21886
45,89.247,27.717,0.13733,2.2537,0.032648,5.2599e-05,0.1232
45.1,89.353,27.588,0.619,2.2601,-0.33177,-0.064228,0.28357
45.2,89.458,27.458,0.3203,2.2701,0.20574,-0.10023,-0.41827
45.3,89.563,27.329,0.43034,2.2478,-0.075796,0.22335,0.21908
45.4,89.669,27.2,1.0149,2.2579,-0.40266,-0.10165,0.25435
45.5,89.774,27.071,-0.8131,2.3026,1.2592,-0.44673,-1.2931
45.6,89.88,26.942,-0.041217,2.2873,-0.53168,0.15298,1.3935
45.7,89.985,26.813,-1.0216,2.2859,0.67526,0.013891,-0.93918
45.8,90.091,26.684,-0.067124,2.3084,-0.65741,-0.22484,1.037
45.9,90.196,26.555,-0.74708,2.3547,0.46835,-0.46279,-0.87602
46,90.302,26.426,-0.76622,2.3991,0.01319,-0.44392,0.35419
46.1,90.407,26.297,-0.28911,2.3861,-0.32864,0.1304,0.266
46.2,90.513,26.167,-0.47572,2.3462,0.12854,0.39855,-0.35575
46.3,90.618,26.038,-0.82816,2.3937,0.24276,-0.47458,-0.088885
46.4,90.723,25.909,-0.74363,2.3492,-0.058224,0.44481,0.23421
46.5,90.829,25.78,-0.23813,2.3553,-0.34819,-0.060909,0.22564
46.6,90.934,25.651,-0.16189,2.335,-0.052514,0.20273,-0.23008
46.7,91.04,25.522,-0.39582,2.3798,0.16113,-0.44795,-0.16625
46.8,91.145,25.393,-0.25284,2.3735,-0.098483,0.062754,0.20202
46.9,91.251,25.264,-0.4878,2.3649,0.16184,0.085817,-0.20257
47,91.356,25.135,-0.66673,2.3637,0.12324,0.011962,0.030035
47.1,91.462,25.006,-0.023295,2.3536,-0.4432,0.1009,0.44078
47.2,91.567,24.876,-0.14789,2.402,0.08582,-0.48366,-0.41166
47.3,91.673,24.747,-0.37773,2.3971,0.15831,0.049027,-0.056411
47.4,91.778,24.618,-0.2925,2.3491,-0.058707,0.47998,0.16888
47.5,91.883,24.489,-0.43937,2.3753,0.10117,-0.26203,-0.12441
47.6,91.989,24.36,-0.41707,2.3893,-0.015358,-0.1394,0.090675
47.7,92.094,24.231,-0.024683,2.4002,-0.27028,-0.10948,0.19837
47.8,92.2,24.102,-0.53793,2.3951,0.35353,0.050736,-0.48542
47.9,92.305,23.973,-0.1596,2.4072,-0.2606,-0.1212,0.47788
48,92.411,23.844,-0.15007,2.3872,-0.0065647,0.20048,-0.19768
48.1,92.516,23.715,-0.061561,2.3984,-0.060965,-0.11193,0.042332
48.2,92.622,23.585,-0.10613,2.4277,0.030701,-0.29277,-0.07133
48.3,92.727,23.456,-0.091469,2.4607,-0.0101,-0.33019,0.031749
48.4,92.833,23.327,-0.45814,2.4265,0.25256,0.34195,-0.20439
48.5,92.938,23.198,-0.32041,2.3933,-0.094869,0.33144,0.27035
48.6,93.043,23.069,-0.25619,2.3819,-0.044234,0.11449,-0.039402
48.7,93.149,22.94,-0.21637,2.396,-0.027427,-0.14138,-0.013078
48.8,93.254,22.811,-0.50848,2.408,0.20121,-0.11968,-0.17791
48.9,93.36,22.682,-0.16496,2.3685,-0.23662,0.39465,0.34069
49,93.465,22.553,-0.092028,2.3498,-0.050237,0.1872,-0.14503
49.1,93.571,22.423,-0.74063,2.3968,0.44676,-0.47026,-0.38674
49.2,93.676,22.294,-0.11853,2.4065,-0.42851,-0.096295,0.68109
49.3,93.782,22.165,-0.73427,2.3988,0.42413,0.076319,-0.66348
49.4,93.887,22.036,-0.22712,2.4347,-0.34933,-0.35899,0.60187
49.5,93.993,21.907,-0.26598,2.4339,0.026765,0.0082089,-0.29266
49.6,94.098,21.778,-0.24904,2.4385,-0.011666,-0.046047,0.029906
49.7,94.203,21.649,-0.69902,2.439,0.30995,-0.0051472,-0.25027
49.8,94.309,21.52,-0.60232,2.4508,-0.066611,-0.11802,0.29302
49.9,94.414,21.391,-0.58534,2.4849,-0.011693,-0.34052,-0.042735
50,94.52,21.262,-0.097524,2.4741,-0.33601,0.10827,0.25237
50.1,94.344,21.166,-0.045382,2.5255,-0.035915,-0.51415,-0.23352
50.2,94.168,21.07,-0.34214,2.4858,0.20441,0.3972,-0.18701
50.3,93.993,20.975,-0.17732,2.4658,-0.11353,0.19945,0.2474
50.4,93.817,20.879,-0.53083,2.5072,0.2435,-0.41422,-0.27783
50.5,93.641,20.784,-0.3904,2.4315,-0.096728,0.75778,0.26475
50.6,93.466,20.688,-0.68358,2.4265,0.20194,0.04929,-0.23241
50.7,93.29,20.593,-0.68936,2.4013,0.0039866,0.25247,0.15404
50.8,93.114,20.497,-0.40447,2.4045,-0.19623,-0.031943,0.1558
50.9,92.938,20.402,-0.40391,2.4471,-0.00038633,-0.4263,-0.1524
51,92.763,20.306,-0.63348,2.4742,0.15813,-0.27085,-0.12335
51.1,92.587,20.211,-0.27388,2.5338,-0.24769,-0.59602,0.31579
51.2,92.411,20.115,-0.47251,2.4884,0.13682,0.45377,-0.29921
51.3,92.236,20.02,-0.43247,2.5543,-0.027581,-0.65931,0.12793
51.4,92.06,19.924,-0.39473,2.5768,-0.025992,-0.22499,-0.0012363
51.5,91.884,19.829,-0.26998,2.6015,-0.085933,-0.24632,0.046643
51.6,91.708,19.733,-0.25812,2.5333,-0.008169,0.68193,-0.060512
51.7,91.533,19.638,-0.12041,2.6097,-0.094854,-0.76404,0.067454
51.8,91.357,19.542,-0.2069,2.6924,0.059575,-0.82729,-0.12017
51.9,91.181,19.447,-0.44439,2.6942,0.16358,-0.017358,-0.080934
52,91.006,19.351,-0.61078,2.6501,0.11461,0.44035,0.038108
52.1,90.83,19.255,-0.44095,2.6319,-0.11698,0.18227,0.18021
52.2,90.654,19.16,-0.50092,2.6325,0.04131,-0.0056178,-0.12317
52.3,90.478,19.064,-0.56137,2.555,0.041633,0.77416,-0.00025093
52.4,90.303,18.969,-0.35511,2.5217,-0.14207,0.33315,0.14295
52.5,90.127,18.873,-0.32424,2.4401,-0.021268,0.81668,-0.094002
52.6,89.951,18.778,-0.46628,2.4214,0.097837,0.1866,-0.092682
52.7,89.776,18.682,-0.64254,2.5091,0.12141,-0.87676,-0.018343
52.8,89.6,18.587,-0.059076,2.4278,-0.40189,0.81246,0.40721
52.9,89.424,18.491,-0.40404,2.4992,0.23761,-0.71336,-0.49763
53,89.248,18.396,-0.65364,2.4229,0.17193,0.76214,0.051111
53.1,89.073,18.3,-0.18008,2.5036,-0.32618,-0.80601,0.38761
53.2,88.897,18.205,-0.21852,2.5558,0.026472,-0.52223,-0.27442
53.3,88.721,18.109,-0.54436,2.6111,0.22444,-0.55293,-0.15405
53.4,88.546,18.014,-0.69722,2.6701,0.10529,-0.58984,0.092717
53.5,88.37,17.918,-0.056943,2.6308,-0.44103,0.39249,0.42512
53.6,88.194,17.823,-0.4735,2.5517,0.28693,0.79132,-0.56646
53.7,88.018,17.727,-0.59878,2.5494,0.086292,0.022733,0.15612
53.8,87.843,17.631,-0.30636,2.5058,-0.20142,0.43552,0.22388
53.9,87.667,17.536,-0.1965,2.4345,-0.075674,0.71376,-0.09785
54,87.491,17.44,-0.18899,2.4941,-0.0051735,-0.59653,-0.05486
54.1,87.316,17.345,-0.40034,2.556,0.14558,-0.619,-0.11731
54.2,87.14,17.249,-0.25654,2.5744,-0.09905,-0.18411,0.19036
54.3,86.964,17.154,-0.61218,2.657,0.24497,-0.82536,-0.2677
54.4,86.789,17.058,-0.1733,2.6826,-0.3023,-0.25618,0.42586
54.5,86.613,16.963,-0.52051,2.7162,0.23916,-0.33649,-0.42134
54.6,86.437,16.867,-0.55585,2.794,0.024346,-0.77786,0.16716
54.7,86.261,16.772,-0.32387,2.7667,-0.15979,0.27311,0.14329
54.8,86.086,16.676,-0.46697,2.827,0.098564,-0.60246,-0.20104
54.9,85.91,16.581,-0.058503,2.7867,-0.28135,0.40215,0.29563
55,85.734,16.485,-0.063923,2.7325,0.003733,0.54206,-0.22184
55.1,85.612,16.422,-0.21342,2.7798,0.10297,-0.47288,-0.077222
55.2,85.49,16.36,-0.54301,2.737,0.22702,0.4281,-0.096533
55.3,85.368,16.297,-0.59634,2.7275,0.036733,0.094834,0.14808
55.4,85.246,16.234,-0.13733,2.7591,-0.31616,-0.31542,0.27461
55.5,85.124,16.172,-0.15637,2.7597,0.013113,-0.0066296,-0.25623
55.6,85.003,16.109,-0.44963,2.7738,0.202,-0.14021,-0.14698
55.7,84.881,16.047,-0.42807,2.7706,-0.014855,0.0318,0.16875
55.8,84.759,15.984,-0.27244,2.7254,-0.1072,0.45171,0.071856
55.9,84.637,15.921,-0.1485,2.7754,-0.085368,-0.49948,-0.016986
56,84.515,15.859,-0.22499,2.7402,0.052685,0.3516,-0.10743
56.1,84.393,15.796,-0.14955,2.6882,-0.051963,0.51955,0.081432
56.2,84.271,15.733,-0.24821,2.7359,0.067958,-0.47625,-0.093317
56.3,84.149,15.671,-0.20442,2.7599,-0.030163,-0.23998,0.076353
56.4,84.027,15.608,-0.21053,2.8161,0.0042094,-0.56284,-0.026747
56.5,83.905,15.545,-0.19028,2.8588,-0.01395,-0.42622,0.014131
56.6,83.783,15.483,-0.41133,2.8789,0.15226,-0.20089,-0.12933
56.7,83.661,15.42,-0.12697,2.9172,-0.19586,-0.38305,0.27089
56.8,83.539,15.357,-0.058188,2.9721,-0.047379,-0.54914,-0.11554
56.9,83.417,15.295,-0.57161,2.9419,0.35365,0.30128,-0.31206
57,83.295,15.232,-0.14518,2.9924,-0.29373,-0.50408,0.50375
57.1,83.173,15.169,-0.39854,3.0525,0.17452,-0.60142,-0.36436
57.2,83.051,15.107,-0.47012,3.1,0.049307,-0.47536,0.097431
57.3,82.929,15.044,-0.46458,3.1236,-0.0038205,-0.23531,0.041341
57.4,82.807,14.981,-0.47399,3.1156,0.0064833,0.079569,-0.0080179
57.5,82.685,14.919,-0.036439,3.1657,-0.30139,-0.5007,0.23957
57.6,82.564,14.856,-0.47134,3.1107,0.29956,0.55002,-0.46763
57.7,82.442,14.794,-0.047532,3.1609,-0.29192,-0.50206,0.46027
57.8,82.32,14.731,-0.16246,3.1134,0.079165,0.47489,-0.28876
57.9,82.198,14.668,-0.63575,3.1158,0.326,-0.024352,-0.19207
58,82.076,14.606,-0.27002,3.0966,-0.25191,0.19233,0.4497
58.1,81.954,14.543,-0.70621,3.1571,0.30045,-0.60461,-0.42982
58.2,81.832,14.48,-0.5828,3.1849,-0.085011,-0.27837,0.29995
58.3,81.71,14.418,-0.21543,3.16,-0.25304,0.24895,0.13075
58.4,81.588,14.355,-0.24919,3.1008,0.023252,0.59161,-0.215
58.5,81.466,14.292,-0.14315,3.1138,-0.073037,-0.12965,0.074927
58.6,81.344,14.23,-0.23885,3.1066,0.065914,0.071948,-0.10812
58.7,81.222,14.167,-0.057805,3.1073,-0.1247,-0.007012,0.14833
58.8,81.1,14.104,-0.0086093,3.0723,-0.033886,0.35,-0.07067
58.9,80.978,14.042,-0.0079184,3.1227,-0.00047593,-0.50432,-0.025998
59,80.856,13.979,-0.37506,3.1594,0.25289,-0.36616,-0.19715
59.1,80.734,13.916,-0.28289,3.1579,-0.063488,0.014656,0.24619
59.2,80.612,13.854,-0.036717,3.1815,-0.16956,-0.23625,0.082541
59.3,80.49,13.791,-0.45666,3.1982,0.28926,-0.16669,-0.35703
59.4,80.368,13.728,-0.12062,3.2254,-0.23147,-0.27211,0.4052
59.5,80.246,13.666,-0.72768,3.2256,0.41814,-0.0016145,-0.50549
59.6,80.125,13.603,-0.17205,3.1993,-0.38272,0.26253,0.62319
59.7,80.003,13.54,-0.50738,3.1839,0.23098,0.15386,-0.47755
59.8,79.881,13.478,-0.42642,3.1737,-0.055763,0.10228,0.22313
59.9,79.759,13.415,-0.13064,3.1693,-0.20374,0.043868,0.11515
60,79.637,13.353,-0.038951,3.1777,-0.063154,-0.084212,-0.1094
60.1,79.484,13.223,-0.14193,3.2174,0.070932,-0.39637,-0.10434
60.2,79.332,13.093,-0.031246,3.2473,-0.076239,-0.2996,0.11452
60.3,79.18,12.964,-0.11535,3.2374,0.057934,0.0992,-0.10441
60.4,79.027,12.834,-0.56966,3.226,0.31293,0.11426,-0.19842
60.5,78.875,12.705,-0.47966,3.2418,-0.061997,-0.15796,0.29175
60.6,78.723,12.575,-0.16468,3.2992,-0.21696,-0.57388,0.12058
60.7,78.57,12.446,-0.39869,3.3078,0.16119,-0.086211,-0.29425
60.8,78.418,12.316,-0.12314,3.3199,-0.1898,-0.12152,0.27312
60.9,78.266,12.186,-0.3424,3.3862,0.15103,-0.66264,-0.26522
61,78.113,12.057,-0.39183,3.3642,0.034052,0.21964,0.091024
61.1,77.961,11.927,-0.19943,3.3761,-0.13253,-0.11914,0.12962
61.2,77.808,11.798,-0.73509,3.3177,0.36896,0.58435,-0.39023
61.3,77.656,11.668,-0.28737,3.248,-0.30839,0.69722,0.52709
61.4,77.504,11.539,-0.37817,3.2832,0.062546,-0.35234,-0.28865
61.5,77.351,11.409,-0.30583,3.3058,-0.049831,-0.22596,0.087447
61.6,77.199,11.279,-0.40967,3.2361,0.071529,0.69713,-0.094436
61.7,77.047,11.15,-0.65313,3.1778,0.16769,0.58306,-0.07483
61.8,76.894,11.02,-0.59585,3.2481,-0.039453,-0.70268,0.16119
61.9,76.742,10.891,-0.062419,3.1755,-0.36743,0.72583,0.25521
62,76.59,10.761,-0.68233,3.2358,0.427,-0.60344,-0.61818
62.1,76.437,10.632,-0.10111,3.2868,-0.40035,-0.50988,0.6438
62.2,76.285,10.502,-0.2754,3.3206,0.12005,-0.33786,-0.40495
62.3,76.133,10.372,-0.31095,3.2717,0.024489,0.48867,0.074363
62.4,75.98,10.243,-0.67704,3.2351,0.25216,0.36592,-0.17716
62.5,75.828,10.113,-0.41089,3.2986,-0.18332,-0.63457,0.33887
62.6,75.675,9.9838,-0.093274,3.3712,-0.21878,-0.72593,0.027587
62.7,75.523,9.8542,-0.40918,3.3134,0.2176,0.57766,-0.33956
62.8,75.371,9.7247,-0.70475,3.2926,0.20359,0.20843,0.010901
62.9,75.218,9.5951,-0.30973,3.2236,-0.27209,0.69026,0.37015
63,75.066,9.4655,-0.17279,3.2102,-0.094326,0.13314,-0.13833
63.1,74.914,9.3359,-0.579,3.2594,0.2798,-0.49145,-0.29112
63.2,74.761,9.2064,-0.23903,3.1934,-0.23417,0.66012,0.39995
63.3,74.609,9.0768,-0.23901,3.1613,-9.2852e-06,0.3204,-0.18222
63.4,74.457,8.9472,-0.41936,3.2226,0.12422,-0.61234,-0.096673
63.5,74.304,8.8177,-0.40697,3.2376,-0.0085336,-0.15021,0.10331
63.6,74.152,8.6881,-0.11024,3.1729,-0.20439,0.64736,0.15241
63.7,74,8.5585,-0.68755,3.1162,0.39765,0.56622,-0.46848
63.8,73.847,8.429,-0.40099,3.0562,-0.19739,0.5999,0.46303
63.9,73.695,8.2994,-0.45958,3.0398,0.040358,0.16426,-0.185
64,73.542,8.1698,-0.75844,3.0412,0.20586,-0.013589,-0.12879
64.1,73.39,8.0403,-0.17305,3.0229,-0.40322,0.18281,0.47396
64.2,73.238,7.9107,-0.50551,3.092,0.229,-0.69068,-0.49196
64.3,73.085,7.7811,-0.084681,3.1404,-0.28987,-0.48454,0.40375
64.4,72.933,7.6516,-0.43463,3.1826,0.24105,-0.42227,-0.41313
64.5,72.781,7.522,-0.69121,3.168,0.17673,0.14661,0.050048
64.6,72.628,7.3924,-0.077385,3.1423,-0.42281,0.25655,0.46653
64.7,72.476,7.2629,-0.17576,3.1092,0.067762,0.33109,-0.38174
64.8,72.324,7.1333,0,3.0743,-0.12106,0.34965,0.14694
64.9,72.171,7.0037,0,3,0,0.74256,-0.094207
